Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),HNOH(93),CH3OX(210)
1.3211981666338986e-09,0.08478463093452131,0.0,0.2084778996218787,0.031075110263184432,0.31879250541619175,0.3504116621821764,0.20674017862481364,0.09230364759248216,0.0,7.363814744739041e-16,7.915213561391083e-06,8.070829181239424e-16,0.0,5.388720737333203e-23,0.00015868091165522447,2.89298866638271e-18,2.049048844323176e-18,9.53446657118574e-30,2.7310079471109465e-10,1.396855722690182e-14,2.1439913866296983e-47,1.943532303826504e-10,1.9838275489435118e-32,1.1330317995594242e-16,7.172862070069737e-32,7.637707191148662e-06,7.945284324655583e-32,4.392514694180854e-06,6.929701737619797e-05,0.0008879531838424598,6.521474380122465e-05,6.7400007990451146e-06,2.8097453311150484e-05,1.7842567357613086e-06,2.845902249942571e-05,4.1595574119404673e-08,0.00045664537641671295,3.1580038989541636e-05,0.00019687409858444078,3.0559559949090687e-06,0.0002653012814875025
1.3261858243511009e-09,0.08478463093452131,0.0,0.2084744531055086,0.031075110263184432,0.31879060550640537,0.350411633423939,0.20673918925765036,0.09230553364600261,0.0,7.41454143757943e-16,7.94509343832804e-06,8.170051118123347e-16,0.0,5.511230140601382e-23,0.00015981211118106832,2.936548244322329e-18,2.0645366762404163e-18,9.642812451700623e-30,2.751570022832006e-10,1.4021248376801682e-14,2.1847535129683752e-47,1.9526537268117667e-10,2.0063711479832218e-32,1.1500627256878426e-16,7.335915228693324e-32,7.66551356527883e-06,8.065680079280863e-32,4.392556457216676e-06,6.93084697106338e-05,0.0008885134672060713,6.521362216166145e-05,6.739856064741933e-06,2.8090697210604202e-05,1.7844989663534458e-06,2.8448608081593097e-05,4.1906486993274464e-08,0.00045847701818066487,3.164224109586132e-05,0.00019688367844351222,3.067429182107511e-06,0.00026629079132884476
1.3311734820683031e-09,0.08478463093452131,0.0,0.2084710161544376,0.031075110263184432,0.3187887061584618,0.35041160466417354,0.206738199956421,0.09230742103896944,0.0,7.465273992898355e-16,7.974973312806828e-06,8.270113096354896e-16,0.0,5.636046005127638e-23,0.00016094471222813457,2.9805951974486674e-18,2.08008273579147e-18,9.751975714353907e-30,2.77220864469009e-10,1.4073939215974597e-14,2.2261331795954525e-47,1.9617840591336913e-10,2.0290848262781866e-32,1.1672835916824762e-16,7.502037687281452e-32,7.693312410650815e-06,8.187437286852917e-32,4.392597167983238e-06,6.931975472707404e-05,0.0008890667465497738,6.521250205252642e-05,6.7397116592518086e-06,2.8084019890024914e-05,1.7847282460403016e-06,2.8438322127048422e-05,4.221852787091349e-08,0.0004603080500323435,3.1704450677879855e-05,0.00019689133794908707,3.0789019097997184e-06,0.000267280234899736
1.3361611397855054e-09,0.08478463093452131,0.0,0.2084675886201147,0.031075110263184432,0.3187868073655841,0.35041157590282557,0.2067372107210161,0.09230930974344052,0.0,7.516011439601717e-16,8.004853184827287e-06,8.371019071585954e-16,0.0,5.763202793697666e-23,0.00016207869789154996,3.0251330990094664e-18,2.095687022037764e-18,9.861959425968892e-30,2.792923807561514e-10,1.4126629744437319e-14,2.268137374598639e-47,1.970923319462683e-10,2.0519692220975395e-32,1.1846957808814415e-16,7.671275296146988e-32,7.721103729390342e-06,8.310566144549597e-32,4.392636843610289e-06,6.933087510454726e-05,0.0008896131285809514,6.521138352857727e-05,6.739567577519852e-06,2.8077420088370545e-05,1.7849447922413183e-06,2.842816297419178e-05,4.25316964470922e-08,0.00046213847969654,3.176666700221407e-05,0.00019689711179806063,3.0903742073985233e-06,0.00026826961231482435
1.3411487975027077e-09,0.08478463093452131,0.0,0.20846417035622591,0.031075110263184432,0.3187849091211038,0.35041154713984385,0.20673622155132756,0.0923111997318989,0.0,7.566752824177796e-16,8.034733054389263e-06,8.472773005552561e-16,0.0,5.892735350740662e-23,0.00016321405150474138,3.070165534611161e-18,2.1113495340407118e-18,9.972766653314782e-30,2.8137155063313956e-10,1.4179319962206572e-14,2.310773138545276e-47,1.98007152697654e-10,2.075024973701049e-32,1.2023006813112696e-16,7.843674413151992e-32,7.748887523623146e-06,8.435076887231899e-32,4.392675501033394e-06,6.93418334787866e-05,0.0008901527184074575,6.521026664072792e-05,6.7394238145667375e-06,2.807089656541546e-05,1.7851488194146423e-06,2.8418128975063503e-05,4.2845992416813554e-08,0.000463968314774241,3.1828889360308015e-05,0.0001969010341662568,3.101846103830299e-06,0.0002692589236871245
1.34613645521991e-09,0.08478463093452131,0.0,0.20846076121866525,0.031075110263184432,0.3187830114184587,0.35041151837518125,0.2067352324472488,0.0923130909772477,0.0,7.617497210460707e-16,8.064612921492587e-06,8.575378866115296e-16,0.0,6.024678905081125e-23,0.00016435075663643272,3.115696102211738e-18,2.127070270861719e-18,1.0084400463106683e-29,2.8345837358935267e-10,1.423200986929905e-14,2.3540475646780717e-47,1.989228701351904e-10,2.098252719339127e-32,1.220099685683506e-16,8.019281907364317e-32,7.776663795474977e-06,8.560979787440538e-32,4.392713156993951e-06,6.935263244289928e-05,0.0008906856195583713,6.520915143622141e-05,6.739280365487742e-06,2.8064448101417294e-05,1.7853405390829485e-06,2.840821849557297e-05,4.316141547531061e-08,0.0004657975627444232,3.1891117067819946e-05,0.0001969031387148162,3.1133176275430036e-06,0.00027024816912804025
1.3511241129371123e-09,0.08478463093452131,0.0,0.20845736106550528,0.031075110263184432,0.3187811142511916,0.35041148960879404,0.20673424340867494,0.09231498345280487,0.0,7.668243679395464e-16,8.094492786137099e-06,8.678840627299674e-16,0.0,6.159069072699737e-23,0.00016548879708766208,3.161728412113601e-18,2.1428492315621795e-18,1.0196863922005605e-29,2.855528491150252e-10,1.428469946573143e-14,2.397967799110823e-47,1.9983948627558275e-10,2.121653097252844e-32,1.238094191391309e-16,8.198145162726313e-32,7.804432547071593e-06,8.688285155392502e-32,4.392749828039284e-06,6.936327454802653e-05,0.0008912119340046041,6.520803795879591e-05,6.739137225451785e-06,2.8058073496788728e-05,1.7855201598595784e-06,2.8398429915708876e-05,4.3477965318044136e-08,0.000467626230965831,3.195334946402063e-05,0.0001969034585965542,3.1247888065140787e-06,0.0002712373487473852
1.3561117706543146e-09,0.08478463093452131,0.0,0.20845396975696934,0.031075110263184432,0.3187792176129485,0.3504114608406418,0.20673325443550253,0.09231687713229793,0.0,7.718991328804702e-16,8.12437264832262e-06,8.783162269336618e-16,0.0,6.295941859503358e-23,0.00016662815688882037,3.208266086956442e-18,2.158686415203479e-18,1.0310160096618477e-29,2.8765497670123467e-10,1.4337388751520353e-14,2.442541041024136e-47,2.0075700318374597e-10,2.1452267456739344e-32,1.2562856005060513e-16,8.380312081735562e-32,7.83219378053876e-06,8.817003338977608e-32,4.392785530522844e-06,6.937376230399453e-05,0.0008917317621793539,6.520692624884425e-05,6.738994389700489e-06,2.805177157177387e-05,1.785687887474975e-06,2.8388761629732013e-05,4.3795641640700346e-08,0.00046945432667873984,3.201558591120285e-05,0.00019690202646228556,3.1362596682582415e-06,0.0002722264626534044
1.3610994283715168e-09,0.08478463093452131,0.0,0.20845058715540224,0.031075110263184432,0.3187773214974767,0.35041143207068726,0.20673226552762947,0.09231877198985888,0.0,7.769739273157083e-16,8.154252508048979e-06,8.88834777870293e-16,0.0,6.435333664104088e-23,0.00016776882029671033,3.255312761710106e-18,2.1745818208469928e-18,1.0424292053498137e-29,2.8976475583988924e-10,1.439007772668244e-14,2.487774542861137e-47,2.0167542297198525e-10,2.1689743028248117e-32,1.2746753197739218e-16,8.565831089137659e-32,7.859947498002231e-06,8.947144723755088e-32,4.392820280604512e-06,6.93840981799561e-05,0.0008922452029983997,6.520581634356673e-05,6.738851853547217e-06,2.8045541166129436e-05,1.7858439248033777e-06,2.837921204635101e-05,4.411444413918851e-08,0.00047128185700670295,3.2077825794102036e-05,0.00019689887446711464,3.1477302398351347e-06,0.0002732155109527946
1.3660870860887191e-09,0.08478463093452131,0.0,0.20844721312524273,0.031075110263184432,0.31877542589862323,0.3504114032988965,0.20673127668495522,0.09232066800001913,0.0,7.820486643337459e-16,8.184132365315999e-06,8.99440114816182e-16,0.0,6.577281280607437e-23,0.00016891077179162844,3.3028720836674787e-18,2.190535447554087e-18,1.053926285914335e-29,2.9188218602371624e-10,1.4442766391234282e-14,2.533675610523183e-47,2.0259474779918812e-10,2.1928964069185757e-32,1.293264760612531e-16,8.754751135631022e-32,7.887693701587751e-06,9.07871973295012e-32,4.392854094250959e-06,6.939428460502357e-05,0.0008927523538802399,6.520470827711812e-05,6.7387096123761556e-06,2.8039381138810464e-05,1.7859884718897623e-06,2.8369779588881964e-05,4.443437250963879e-08,0.0004731088289582802,3.2140068519327996e-05,0.00019689403427668994,3.159200547856863e-06,0.0002742044937507259
1.3710747438059214e-09,0.08478463093452131,0.0,0.20844384753299486,0.031075110263184432,0.3187735308103334,0.350411374525238,0.20673028790738066,0.0923225651377043,0.0,7.87123258641883e-16,8.214012220123503e-06,9.101326376803446e-16,0.0,6.721821901409523e-23,0.00017005399607446814,3.3509477124373648e-18,2.2065472943861203e-18,1.0655075579998795e-29,2.940072667462504e-10,1.4495454745192452e-14,2.5802516035655583e-47,2.035149798700284e-10,2.2169936961590227e-32,1.3120553391075142e-16,8.947121701583733e-32,7.915432393421049e-06,9.211738827450441e-32,4.392886987236118e-06,6.940432396889235e-05,0.0008932533107660632,6.520360208074822e-05,6.738567661641367e-06,2.8033290367660716e-05,1.786121725976992e-06,2.8360462695392555e-05,4.475542644839999e-08,0.00047493524942875294,3.220231351480753e-05,0.0001968875370734208,3.1706706184954037e-06,0.0002751934111508615
1.3760624015231237e-09,0.08478463093452131,0.0,0.2084404902472008,0.031075110263184432,0.31877163622664934,0.3504113457496834,0.20672929919480815,0.09232446337822929,0.0,7.921976265436087e-16,8.243892072471303e-06,9.209127470085502e-16,0.0,6.868993120003374e-23,0.00017119847806384663,3.3995433199373733e-18,2.222617360404442e-18,1.077173328245508e-29,2.961399975018219e-10,1.4548142788573493e-14,2.627509935393173e-47,2.0443612143418108e-10,2.2412668087406596e-32,1.331048476009142e-16,9.142992800762361e-32,7.943163575627829e-06,9.346212505802879e-32,4.392918975141717e-06,6.941421862245626e-05,0.0008937481681395559,6.520249778293739e-05,6.738425996865884e-06,2.8027267749107615e-05,1.7862438815331623e-06,2.8351259818831272e-05,4.507760565203735e-08,0.0004767611252018193,3.2264560229237934e-05,0.00019687941356265473,3.182140477489899e-06,0.00027618226325537836
1.381050059240326e-09,0.08478463093452131,0.0,0.20843714113841297,0.031075110263184432,0.3187697421417076,0.350411316972207,0.2067283105471413,0.09232636269729319,0.0,7.972716859161662e-16,8.273771922359217e-06,9.317808439873785e-16,0.0,7.018832933794263e-23,0.00017234420289325436,3.4486625903868107e-18,2.238745644670394e-18,1.0889239032848744e-29,2.9828037778554544e-10,1.4600830521393918e-14,2.6754580734562443e-47,2.0535817478554907e-10,2.2657163828487113e-32,1.3502455967289278e-16,9.34241498407282e-32,7.970887250333767e-06,9.482151304209946e-32,4.392950073357885e-06,6.942397087841349e-05,0.0008942370190465415,6.520139540952591e-05,6.738284613640775e-06,2.8021312197861623e-05,1.7863551302791156e-06,2.8342169427142455e-05,4.540090981733043e-08,0.0004785864629512735,3.232680813155129e-05,0.00019686969397881483,3.1936101501538356e-06,0.00027717105016498723
1.3860377169575283e-09,0.08478463093452131,0.0,0.20843380007916676,0.031075110263184432,0.318767848549739,0.3504112881927852,0.20672732196428528,0.09232826307097423,0.0,8.023453561883041e-16,8.303651769787058e-06,9.427373304482835e-16,0.0,7.171379746924102e-23,0.00017349115590822793,3.498309220299579e-18,2.254932146245311e-18,1.1007595897462263e-29,3.0042840709330844e-10,1.4653517943670236e-14,2.7241035394459864e-47,2.0628114226150093e-10,2.2903430566591307e-32,1.369648131336238e-16,9.545439343313174e-32,7.998603419664501e-06,9.6195657965264e-32,4.392980297083834e-06,6.943358301186441e-05,0.000894719955114447,6.520029498383864e-05,6.7381435076242526e-06,2.801542264662018e-05,1.7864556612161045e-06,2.833319000336781e-05,4.5725338641271025e-08,0.00048041126924266736,3.238905671038932e-05,0.000196858408091495,3.2050796613820913e-06,0.00027815977197895254
1.3910253746747305e-09,0.08478463093452131,0.0,0.2084304669439538,0.031075110263184432,0.3187659554450654,0.3504112594113973,0.20672633344614652,0.09233016447572498,0.0,8.074185583182205e-16,8.333531614754638e-06,9.537826088716556e-16,0.0,7.326672373104851e-23,0.0001746393226635475,3.5484869184770736e-18,2.27117686419052e-18,1.1126806942524044e-29,3.0258408492176056e-10,1.4706205055418908e-14,2.7734539094902784e-47,2.0720502624211942e-10,2.3151474683386122e-32,1.3892575145549047e-16,9.752117514938447e-32,8.026312085745629e-06,9.758466594255824e-32,4.393009661328612e-06,6.944305726090082e-05,0.0008951970665715986,6.519919652680427e-05,6.738002674540762e-06,2.8009598045775946e-05,1.7865456606535787e-06,2.832432004573481e-05,4.605089182106106e-08,0.0004822355505349546,3.2451305473588825e-05,0.00019684558521151262,3.2165490356578936e-06,0.0002791484287951123
1.3960130323919328e-09,0.08478463093452131,0.0,0.2084271416091949,0.031075110263184432,0.31876406282209985,0.3504112306280245,0.20672534499263268,0.09233206688836726,0.0,8.124912147717035e-16,8.363411457261767e-06,9.649170823908856e-16,0.0,7.484750038460985e-23,0.0001757886889204578,3.599199406001085e-18,2.2874797975673417e-18,1.1246875234208441e-29,3.047474107683023e-10,1.4758891856656393e-14,2.8235168143493406e-47,2.0812982914946162e-10,2.3401302560445978e-32,1.4090751857598407e-16,9.962501683837389e-32,8.054013250702698e-06,9.898864346547196e-32,4.393038180911921e-06,6.945239582718639e-05,0.00089566844226634,6.519810005706975e-05,6.737862110180095e-06,2.800383736312946e-05,1.7866253122370817e-06,2.8315558067732768e-05,4.6377569054110534e-08,0.00048405931318211686,3.251355394767752e-05,0.00019683125419691692,3.2280182970596413e-06,0.00028013702070989687
1.401000690109135e-09,0.08478463093452131,0.0,0.20842382395321363,0.031075110263184432,0.318762170675344,0.35041120184265034,0.20672435660365293,0.09233397028608746,0.0,8.175632495004683e-16,8.393291297308248e-06,9.761411547964306e-16,0.0,7.645652384380974e-23,0.00017693924064391366,3.650450416226718e-18,2.3038409454370916e-18,1.136780383863575e-29,3.069183841310741e-10,1.481157834739911e-14,2.8742999396113915e-47,2.090555534468292e-10,2.3652920579252926e-32,1.4291025889736525e-16,1.017664458712118e-31,8.081706916661203e-06,1.0040769740191475e-31,4.393065870464983e-06,6.946160087652922e-05,0.0008961341696859768,6.519700559111011e-05,6.737721810396504e-06,2.7998139583606126e-05,1.786694796976235e-06,2.830690259817701e-05,4.670537003803557e-08,0.00048588256343477207,3.25758016773802e-05,0.00019681544345895213,3.239487469267624e-06,0.0002811255478183488
1.4059883478263374e-09,0.08478463093452131,0.0,0.2084205138562099,0.031075110263184432,0.31876027899938714,0.3504111730552606,0.2067233682791178,0.09233587464643149,0.0,8.226345879206958e-16,8.423171134893893e-06,9.874552305398802e-16,0.0,7.809419470377766e-23,0.0001780909639998509,3.702243694775292e-18,2.3202603068610775e-18,1.1489595821872215e-29,3.0909700450894624e-10,1.486426452766346e-14,2.9258110258883095e-47,2.0998220163805017e-10,2.39063351211967e-32,1.4493411728632607e-16,1.0394599517924114e-31,8.109393085746577e-06,1.0184193499618164e-31,4.393092744431475e-06,6.947067453944594e-05,0.0008965943349755393,6.519591314333395e-05,6.737581771107824e-06,2.799250370897739e-05,1.7867542932727924e-06,2.8298352181261685e-05,4.70342944706564e-08,0.0004877053074417648,3.263804822513494e-05,0.00019679818096797515,3.2509565755706406e-06,0.00028211401021414185
1.4109760055435397e-09,0.08478463093452131,0.0,0.20841721120023426,0.031075110263184432,0.31875838778890464,0.3504111442658426,0.2067223800189388,0.09233777994730014,0.0,8.277051568917703e-16,8.453050970018506e-06,9.988597147380241e-16,0.0,7.976091776958297e-23,0.00017924384535248115,3.754582999527271e-18,2.3367378809006043e-18,1.1612254249930036e-29,3.1128327140150744e-10,1.4916950397465823e-14,2.978057869011281e-47,2.1090977626677045e-10,2.4161552567574877e-32,1.4697923907365152e-16,1.0616420329216174e-31,8.137071760084181e-06,1.0329146386891902e-31,4.39311881706852e-06,6.947961891171772e-05,0.0008970490229563682,6.519482272618414e-05,6.7374419882945976e-06,2.7986928757586188e-05,1.786803976948746e-06,2.828990537660179e-05,4.736434204999548e-08,0.0004895275512517385,3.2700293170619544e-05,0.0001967794942593253,3.262425638872495e-06,0.00028310240798959927
1.415963663260742e-09,0.08478463093452131,0.0,0.20841391586916172,0.031075110263184432,0.31875649703865633,0.3504111154743859,0.20672139182302904,0.09233968616694423,0.0,8.327748846952278e-16,8.48293080268189e-06,1.0103550131769168e-15,0.0,8.145710208501976e-23,0.00018039787126161293,3.80747210061518e-18,2.3532736666169722e-18,1.173578218876736e-29,3.1347718430905553e-10,1.4969635956822573e-14,3.031048320226447e-47,2.1183827991575657e-10,2.4418579299592914e-32,1.4904577005388196e-16,1.084216143762755e-31,8.164742941799308e-06,1.0475639201709047e-31,4.393144102447724e-06,6.948843605493819e-05,0.0008974983171445184,6.519373435023471e-05,6.737302457999228e-06,2.798141376407655e-05,1.7868440212744642e-06,2.8281560759264838e-05,4.7695512474275494e-08,0.0004913493008146895,3.276253611028769e-05,0.00019675941043914688,3.2738946816983962e-06,0.00028409074123571313
1.4209513209779442e-09,0.08478463093452131,0.0,0.20841062774866653,0.031075110263184432,0.31875460674348577,0.35041108668088167,0.20672040369130262,0.09234159328395998,0.0,8.378437010139038e-16,8.512810632883855e-06,1.0219415323159482e-15,0.0,8.318316096148193e-23,0.00018155302847999778,3.860914780416532e-18,2.3698676630714752e-18,1.1860182704288306e-29,3.1567874273258625e-10,1.5022321205750033e-14,3.084790286390541e-47,2.1276771520620838e-10,2.4677421698364317e-32,1.5113385648497491e-16,1.1071877827285078e-31,8.192406633017176e-06,1.0623682781394242e-31,4.393168614456266e-06,6.949712799705339e-05,0.000897942299768979,6.519264802428383e-05,6.737163176325108e-06,2.7975957779127295e-05,1.7868745969968555e-06,2.827331691979266e-05,4.802780544191757e-08,0.0004931705619835032,3.2824776656915046e-05,0.00019673795619016274,3.2853637262012506e-06,0.0002850790100421621
1.4259389786951465e-09,0.08478463093452131,0.0,0.20840734672619693,0.031075110263184432,0.3187527168983181,0.3504110578853228,0.2067194156236751,0.09234350127728418,0.0,8.429115369112928e-16,8.542690460624197e-06,1.033619679291909e-15,0.0,8.493951200692765e-23,0.0001827093039507015,3.9149148335467585e-18,2.3865198693254043e-18,1.1985458862342946e-29,3.17887946173784e-10,1.5075006144264532e-14,3.1392917301665185e-47,2.1369808479708215e-10,2.49380861449107e-32,1.5324364508796764e-16,1.130562505366054e-31,8.220062835862904e-06,1.0773288000896998e-31,4.3931923667980314e-06,6.950569673289397e-05,0.0008983810517897121,6.519156375544266e-05,6.737024139435794e-06,2.797055986918978e-05,1.7868958723675317e-06,2.8265172464213878e-05,4.836122065153937e-08,0.0004949913405154702,3.2887014439154935e-05,0.00019671515777739884,3.296832794167854e-06,0.00028606721449732977
1.4309266364123488e-09,0.08478463093452131,0.0,0.2084040726909498,0.031075110263184432,0.31875082749815914,0.3504110290877036,0.20671842762006307,0.09234541012618974,0.0,8.479783248111158e-16,8.572570285902723e-06,1.0453898619230573e-15,0.0,8.6726577154934e-23,0.00018386668480450187,3.969476066852153e-18,2.4032302844400504e-18,1.2111613728727328e-29,3.2010479413501115e-10,1.512769077238235e-14,3.1945606702191883e-47,2.146293913844236e-10,2.5200579020161915e-32,1.5537528304663977e-16,1.1543459247430909e-31,8.247711552461528e-06,1.0924465772788295e-31,4.393215372994797e-06,6.951414422469971e-05,0.0008988146529155058,6.519048154922059e-05,6.736885343554155e-06,2.7965219116229722e-05,1.7869080131709598e-06,2.8257126014047322e-05,4.869575780195334e-08,0.0004968116420737874,3.2949249101103405e-05,0.00019669104105385783,3.3083019070249756e-06,0.0002870553546883231
1.435914294129551e-09,0.08478463093452131,0.0,0.20840080553384652,0.031075110263184432,0.3187489385380941,0.35041100028802047,0.20671743968038447,0.09234731981028091,0.0,8.530439984770978e-16,8.60245010871923e-06,1.0572524887131852e-15,0.0,8.854478269384094e-23,0.00018502515835731195,4.024602299402794e-18,2.4199989074766972e-18,1.2238650369183458e-29,3.223292861192988e-10,1.518037509011977e-14,3.250605181410829e-47,2.155616377007113e-10,2.546490670495615e-32,1.5752891800717565e-16,1.178543711835041e-31,8.275352784937994e-06,1.1077227047257167e-31,4.393237646387443e-06,6.952247240263588e-05,0.0008992431816216435,6.518940140960703e-05,6.736746784961551e-06,2.7959934617472923e-05,1.7869111827525887e-06,2.824917620629703e-05,4.9031416592164874e-08,0.0004986314722290373,3.301148030187399e-05,0.00019666563146614313,3.3197710858453478e-06,0.00028804343070098923
1.4409019518467534e-09,0.08478463093452131,0.0,0.2083975451475079,0.031075110263184432,0.31874705001328607,0.3504109714862706,0.20671645180455828,0.09234923030948886,0.0,8.581084929929586e-16,8.632329929073524e-06,1.0692079688556833e-15,0.0,9.039455929598514e-23,0.00018618471210762912,4.080297362485509e-18,2.4368257374966307e-18,1.2366571849399327e-29,3.245614216303367e-10,1.523305909749305e-14,3.3074333949968035e-47,2.1649482651420972e-10,2.573107558004001e-32,1.597046980778277e-16,1.2031615959134493e-31,8.302986535417129e-06,1.1231582812107249e-31,4.393259200137217e-06,6.953068316530271e-05,0.0008996667151673865,6.518832333914989e-05,6.736608459997014e-06,2.795470548515493e-05,1.7869055420469425e-06,2.8241321693439048e-05,4.936819672137058e-08,0.0005004508364606505,3.307370771518136e-05,0.00019663895406003102,3.3312403513535587e-06,0.0002890314426199342
1.4458896095639556e-09,0.08478463093452131,0.0,0.2083942914262304,0.031075110263184432,0.31874516191897484,0.35041094268245276,0.20671546399250482,0.09235114160406704,0.0,8.631717447426119e-16,8.662209746965408e-06,1.0812567122376073e-15,0.0,9.227634204702309e-23,0.00018734533373401054,4.136565099596809e-18,2.4537107735611333e-18,1.2495381235008899e-29,3.268012001724642e-10,1.528574279451842e-14,3.3650534988211685e-47,2.1742896062833173e-10,2.599909202606865e-32,1.6190277182857889e-16,1.228205364935565e-31,8.330612806023655e-06,1.1387544092753403e-31,4.393280047227026e-06,6.953877838023684e-05,0.0009000853296132722,6.518724733903041e-05,6.736470365056434e-06,2.7949530846274568e-05,1.7868912496056577e-06,2.823356114340053e-05,4.970609788895657e-08,0.000502269740158351,3.3135931028934355e-05,0.000196611033485991,3.342709723931846e-06,0.00029001939052853933
1.450877267281158e-09,0.08478463093452131,0.0,0.20839104426596194,0.031075110263184432,0.3187432742504757,0.35041091387656725,0.20671447624414538,0.0923530536745869,0.0,8.682336913905826e-16,8.692089562394682e-06,1.0933991294437382e-15,0.0,9.419057047534374e-23,0.0001885070110925748,4.193409366435844e-18,2.4706540147314867e-18,1.2625081591592125e-29,3.2904862125066004e-10,1.5338426181212098e-14,3.4234737375122733e-47,2.1836404288101146e-10,2.626896242360587e-32,1.6412328829080618e-16,1.2536808659351065e-31,8.358231598882183e-06,1.1545121952218312e-31,4.3933002004627746e-06,6.954675988440567e-05,0.0009004990998382241,6.518617340913518e-05,6.736332496591753e-06,2.7944409842351292e-05,1.7868684616254543e-06,2.8225893239531574e-05,5.004511979449674e-08,0.0005040881886235804,3.3198149944837745e-05,0.00019658189400465417,3.3541792236257906e-06,0.0002910072745089786
1.4558649249983602e-09,0.08478463093452131,0.0,0.20838780356427833,0.031075110263184432,0.3187413870031781,0.35041088506861523,0.20671348855940247,0.09235496650193324,0.0,8.732942718626338e-16,8.721969375361145e-06,1.105635631760646e-15,0.0,9.61376885815705e-23,0.0001896697322145295,4.250834030897364e-18,2.4876554600689734e-18,1.2755675984674935e-29,3.3130368437053407e-10,1.539110925759027e-14,3.4827024126783574e-47,2.193000761440861e-10,2.6540693153124217e-32,1.66366396956944e-16,1.2795940054142115e-31,8.385842916117199e-06,1.1704327491129019e-31,4.393319672474715e-06,6.95546294846942e-05,0.000900908099556477,6.518510154812506e-05,6.736194851110184e-06,2.7939341629186293e-05,1.786837331976042e-06,2.821831668056995e-05,5.038526213775114e-08,0.0005059061870709065,3.326036417800301e-05,0.00019655155949222886,3.365648870149929e-06,0.0002919950946422363
1.4608525827155625e-09,0.08478463093452131,0.0,0.2083845692203598,0.031075110263184432,0.31873950017254477,0.35041085625859936,0.2067125009381998,0.09235688006730002,0.0,8.783534263266088e-16,8.751849185864604e-06,1.117966631180749e-15,0.0,9.811814486815243e-23,0.00019083348530372535,4.308842973064676e-18,2.504715108634874e-18,1.2887167479729253e-29,3.3356638903831746e-10,1.5443792023669122e-14,3.542747883103138e-47,2.2023706332268734e-10,2.6814290595005067e-32,1.6863224778014756e-16,1.3059507497365684e-31,8.413446759853061e-06,1.1865171847713572e-31,4.3933384757188445e-06,6.956238895838492e-05,0.0009013124013343137,6.518403175350105e-05,6.736057425173399e-06,2.793432537662734e-05,1.78679801222793e-06,2.821083018059933e-05,5.0726524618664264e-08,0.0005077237406294124,3.3322573456567724e-05,0.00019652005344586313,3.37711868289326e-06,0.00029298285100812265
1.4658402404327648e-09,0.08478463093452131,0.0,0.20838134113496787,0.031075110263184432,0.31873761375410964,0.3504108274465232,0.20671151338046195,0.09235879435218586,0.0,8.834110961734899e-16,8.78172899390486e-06,1.130392540406374e-15,0.0,1.0013239236904466e-22,0.0001919982587342367,4.3674400852026116e-18,2.5218329594904753e-18,1.3019559142172983e-29,3.3583673476085354e-10,1.54964744794648e-14,3.6036185649413953e-47,2.2117500735464195e-10,2.7089761129538785e-32,1.709209911739564e-16,1.3327571255217303e-31,8.441043132213995e-06,1.202766619779757e-31,4.393356622478328e-06,6.957004005363023e-05,0.0009017120766066166,6.518296402166759e-05,6.7359202153967845e-06,2.792936026833728e-05,1.7867506516801452e-06,2.8203432469001153e-05,5.106890693736351e-08,0.0005095408543440657,3.338477752132342e-05,0.00019648739898895436,3.3885886809246674e-06,0.0002939705436852912
1.470827898149967e-09,0.08478463093452131,0.0,0.2083781192104224,0.031075110263184432,0.3187357277434777,0.3504107986323912,0.20671052588611497,0.0923607093383899,0.0,8.884672239986672e-16,8.811608799481713e-06,1.142913772853809e-15,0.0,1.0218088867947798e-22,0.0001931640410479679,4.426629271750498e-18,2.539009011697059e-18,1.3152854037370052e-29,3.381147210455898e-10,1.5549156624993456e-14,3.6653229319145486e-47,2.2211391120988202e-10,2.736711113692474e-32,1.7323277801195857e-16,1.3600192200406056e-31,8.468632035324082e-06,1.2191821754800782e-31,4.3933741248649315e-06,6.95775844899181e-05,0.0009021071956932322,6.518189834799301e-05,6.735783218448641e-06,2.792444550156614e-05,1.7866953973878438e-06,2.8196122290400617e-05,5.141240879415757e-08,0.0005113575331770748,3.344697612535196e-05,0.00019645361887640455,3.400058882998256e-06,0.0002949581727512546
