Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),CH3OX(210),H2NOX(204),HOX(29),H2NO(88)
3.249125229304077e-09,0.054791484931128634,0.0,13.229987392419165,0.031075110263184432,0.1721656811100063,0.2517418252874702,0.1581208182528694,0.09112888274400126,0.0,3.055902314698962e-30,2.1229669205859756e-10,8.048628577934288e-26,0.0,3.991814517718411e-35,0.0013575591238485633,1.5243099300291435e-27,1.8347597513459556e-32,1.4559278136846498e-48,1.199385544519484e-13,1.8131471680675907e-24,1.260961903710447e-77,1.850655708575679e-16,1.766910865610647e-53,6.552530613727445e-25,6.199012225349545e-49,3.095509720731645e-11,1.6954197767089402e-46,0.0008893128437949394,0.11023313952148003,0.07897063366909948,0.09874296663977258,0.004216511208447744,0.04467489071877774,0.03701086124444153,1.3425133112030016e-10,4.278513171837786e-13
3.2572239168705153e-09,0.054791484931128634,0.0,13.229370690431427,0.031075110263184432,0.17194104434119076,0.2515658417183645,0.15802765591543871,0.0911289238550158,0.0,3.077031013012418e-30,2.1274675322052425e-10,8.106018448307001e-26,0.0,4.0393210218338154e-35,0.0013651454058423752,1.5349427144274435e-27,1.8496598957082403e-32,1.4661940723931013e-48,1.2050816544546251e-13,1.8171386560801383e-24,1.2759674535879086e-77,1.8547627941303117e-16,1.7793699989794842e-53,6.598205640737999e-25,6.273248369853343e-49,3.093524118979027e-11,1.7116443234771227e-46,0.0008892717334718207,0.11041549883026283,0.07909359409248173,0.09891895020842822,0.00421381801785037,0.044770746246805174,0.03705313870447338,1.3402982677311916e-10,4.287002891257767e-13
3.265322604436954e-09,0.054791484931128634,0.0,13.228755157094373,0.031075110263184432,0.17171692453647142,0.2513901336216977,0.15793455667443826,0.09112896488815035,0.0,3.0982492639528636e-30,2.1319649989739385e-10,8.163657228128086e-26,0.0,4.087259470954519e-35,0.0013727477913570154,1.5456191515135382e-27,1.8646553437785538e-32,1.4765055182640983e-48,1.2107899688352323e-13,1.8211277924723864e-24,1.291111893168684e-77,1.8588650955349885e-16,1.7918839717648762e-53,6.644067865543184e-25,6.3481655769662005e-49,3.0915395062968755e-11,1.7279816598475013e-46,0.0008892307010271217,0.11059755674100706,0.07921624132026549,0.0990946583046453,0.004211127153323656,0.04486653635233182,0.03709520059844766,1.338095655207149e-10,4.295476100087455e-13
3.2734212920033924e-09,0.054791484931128634,0.0,13.22814078996095,0.031075110263184432,0.17149332051832686,0.2512147005475674,0.15784152046723898,0.09112900584356774,0.0,3.1195571941537417e-30,2.136459325814626e-10,8.221545221627269e-26,0.0,4.135632552859316e-35,0.0013803662124439438,1.5563392884515113e-27,1.8797464888685414e-32,1.4868622238166797e-48,1.2165104793329943e-13,1.8251145788367683e-24,1.3063961338475635e-77,1.8629626092467945e-16,1.8044528719786521e-53,6.69011748804826e-25,6.423768145002773e-49,3.089555909356214e-11,1.7444322683184023e-46,0.0008891897462980387,0.11077931387603096,0.07933857610961413,0.0992700913783261,0.004208438611433429,0.04496226110142076,0.03713704748156751,1.335905377563992e-10,4.303932840721511e-13
3.281519979569831e-09,0.054791484931128634,0.0,13.227527586586563,0.031075110263184432,0.17127023111153833,0.25103954204686946,0.1577485472313221,0.09112904672143057,0.0,3.1409549299503483e-30,2.1409505176418296e-10,8.279682731554625e-26,0.0,4.1844429640056535e-35,0.0013880006011254982,1.567103172266782e-27,1.8949337243876385e-32,1.4972642614127322e-48,1.2222431776280076e-13,1.8290990167641426e-24,1.3218210904304856e-77,1.8670553317956518e-16,1.8170767874419278e-53,6.736354707557953e-25,6.50006038653384e-49,3.087573354365182e-11,1.7609966320751172e-46,0.0008891488691219282,0.11096077085454047,0.07946059921844197,0.09944524987857485,0.0042057523887522414,0.04505792056001828,0.03717867990984572,1.333727337228548e-10,4.3123731555094336e-13
3.2896186671362694e-09,0.054791484931128634,0.0,13.226915544529106,0.031075110263184432,0.17104765514318868,0.2508646576712961,0.15765563690427858,0.09112908752190141,0.0,3.162442597380834e-30,2.1454385793620487e-10,8.338070059183892e-26,0.0,4.233693409528896e-35,0.0013956508893977824,1.577910849846758e-27,1.9102174438363607e-32,1.5077117032572432e-48,1.227988055408761e-13,1.8330811078437847e-24,1.3373876811366636e-77,1.8711432597839912e-16,1.8297558057854147e-53,6.782779722779294e-25,6.577046628385915e-49,3.085591867078762e-11,1.7776752349879287e-46,0.0008891080693363115,0.11114192829265492,0.0795823114053843,0.09962013425369938,0.004203068481859367,0.04515351479395408,0.03722009844008002,1.3315614395874223e-10,4.320797086753547e-13
3.297717354702708e-09,0.054791484931128634,0.0,13.226304661348975,0.031075110263184432,0.17082559144266063,0.25069004697333447,0.15756278942380905,0.09112912824514252,0.0,3.1840203221870436e-30,2.1499235158737715e-10,8.396707504316579e-26,0.0,4.283386603240167e-35,0.0014033170092324489,1.5887623679413514e-27,1.92559804080109e-32,1.5182046213985265e-48,1.2337451043721197e-13,1.8370608536633992e-24,1.3530968275994598e-77,1.8752263898865898e-16,1.842490014449697e-53,6.829392731823846e-25,6.654731211637369e-49,3.0836114728016694e-11,1.794468561610352e-46,0.000889067346778874,0.11132278680342567,0.07970371342977721,0.0997947449512126,0.004200386887340805,0.04524904386894159,0.03726130362983644,1.329407589304834e-10,4.3292046767088236e-13
3.3058160422691465e-09,0.054791484931128634,0.0,13.225694934609102,0.031075110263184432,0.1706040388416361,0.25051570950626467,0.15747000472772352,0.09112916889131611,0.0,3.205688229815615e-30,2.1544053320674911e-10,8.45559536528487e-26,0.0,4.33352526762641e-35,0.0014109988925802017,1.5996577731636796e-27,1.941075908946535e-32,1.5287430877284912e-48,1.23951431622331e-13,1.841038255809118e-24,1.3689494548692136e-77,1.8793047188501135e-16,1.8552795006855548e-53,6.87619393221072e-25,6.73311849161997e-49,3.081632196401804e-11,1.811377097177036e-46,0.0008890267012874676,0.11150334699686565,0.07982480605162176,0.09996908241783421,0.004197707601789272,0.04534450785057813,0.037302296037420156,1.3272656943937647e-10,4.337595967579889e-13
3.313914729835585e-09,0.054791484931128634,0.0,13.225086361874974,0.031075110263184432,0.17038299617409342,0.250341644824159,0.15737728275394092,0.09112920946058412,0.0,3.227446445418651e-30,2.1588840328257178e-10,8.51473393895646e-26,0.0,4.3841121338468533e-35,0.001418696471371504,1.6105971119904956e-27,1.95665144201198e-32,1.5393271739828465e-48,1.2452956826759079e-13,1.8450133158655032e-24,1.384946491412893e-77,1.8833782434931789e-16,1.8681243515542098e-53,6.923183520868467e-25,6.812212837911625e-49,3.079654062306702e-11,1.828401327602217e-46,0.0008889861327001118,0.11168360947996116,0.07994559003157398,0.10014314709949208,0.004195030621804192,0.04543990680434523,0.03734307622186652,1.3251356609511005e-10,4.345971001522531e-13
3.3220134174020235e-09,0.054791484931128634,0.0,13.22447894071464,0.031075110263184432,0.17016246227630819,0.2501678524818794,0.15728462344048907,0.0911292499531084,0.0,3.249295093855074e-30,2.1633596230229944e-10,8.57412352073633e-26,0.0,4.435149941735165e-35,0.0014264096775217052,1.6215804307629835e-27,1.9723250338015285e-32,1.5499569517413998e-48,1.251089195451818e-13,1.8489860354155544e-24,1.4010888691187814e-77,1.8874469607054958e-16,1.8810246539276956e-53,6.970361694138484e-25,6.892018634343077e-49,3.077677094526663e-11,1.845541739477306e-46,0.0008889456408549962,0.1118635748567118,0.08006606613089388,0.10031693944132404,0.004192355943991709,0.04553524079560895,0.03738364474290027,1.3230173987847424e-10,4.3543298206381683e-13
3.330112104968462e-09,0.054791484931128634,0.0,13.223872668698755,0.031075110263184432,0.16994243598684855,0.24999433203507715,0.1571920267255045,0.09112929036905056,0.0,3.271234299690878e-30,2.1678321075259077e-10,8.633764404573455e-26,0.0,4.486641439792452e-35,0.0014341384429290614,1.632607775687059e-27,1.988097078184042e-32,1.5606324924282066e-48,1.2568948462812693e-13,1.8529564160407005e-24,1.4173775232930441e-77,1.8915108674486039e-16,1.8939804944890295e-53,7.017728647776328e-25,6.972540278982093e-49,3.075701316635403e-11,1.8627988200698628e-46,0.0008889052255904794,0.11204324372812473,0.08018623511146035,0.10049045988767906,0.0041896835649646545,0.045630509889619954,0.03742400216094612,1.3209108153372987e-10,4.3626724669795103e-13
3.3382107925349006e-09,0.054791484931128634,0.0,13.223267543400604,0.031075110263184432,0.16972291614657903,0.24982108304018966,0.15709949254723193,0.09112933070857211,0.0,3.293264187201132e-30,2.1723014911931107e-10,8.693656882959645e-26,0.0,4.538589385194848e-35,0.0014418826994840534,1.643679192834285e-27,2.0039679690776228e-32,1.5713538673119616e-48,1.262712626902787e-13,1.8569244593208177e-24,1.4338133926692437e-77,1.895569960753871e-16,1.9069919597326973e-53,7.065284576955685e-25,7.053782184153555e-49,3.073726751817595e-11,1.880173057320364e-46,0.0008888648867450952,0.11222261669228224,0.0803060977356814,0.10066370888211962,0.004187013481342595,0.04572571415151399,0.0374641490370573,1.318815822918882e-10,4.370998982538611e-13
3.346309480101339e-09,0.054791484931128634,0.0,13.222663562396074,0.031075110263184432,0.1695039015986506,0.24964810505444107,0.15700702084402432,0.09112937097183438,0.0,3.315384880369182e-30,2.17676777887532e-10,8.753801246940996e-26,0.0,4.590996543777692e-35,0.0014496423790606049,1.654794728142061e-27,2.0199381004589226e-32,1.5821211475059972e-48,1.2685425290631932e-13,1.8608901668342176e-24,1.450397419397062e-77,1.8996242377251524e-16,1.9200591359646383e-53,7.113029676269154e-25,7.135748776401904e-49,3.071753422810352e-11,1.8976649398425093e-46,0.000888824624157547,0.11240169434429127,0.08042565476657206,0.1008366868674216,0.00418434568975174,0.04582085364631191,0.03750408593297587,1.3167323301995043e-10,4.379309409262803e-13
3.3535982989111337e-09,0.054791484931128634,0.0,13.22212095586168,0.031075110263184432,0.16930721957617936,0.24949265621475786,0.15692384967645348,0.0911294071437019,0.0,3.3353712452971665e-30,2.1807847947248866e-10,8.808146776089106e-26,0.0,4.6385579067232834e-35,0.0014566392210545462,1.6648364688061115e-27,2.034396394970472e-32,1.5918510073712833e-48,1.2737997981087209e-13,1.864457307818958e-24,1.465450499439184e-77,1.903268966695633e-16,1.9318672986487682e-53,7.156162166481249e-25,7.21014198690183e-49,3.069978501812536e-11,1.91350862519813e-46,0.0008887884528960352,0.11256261222874901,0.08053299544309116,0.10099213570670308,0.004181946634223635,0.045906423869410344,0.037539850070988603,1.3148669474484778e-10,4.3867750719791044e-13
3.3608871177209284e-09,0.054791484931128634,0.0,13.221579272480408,0.031075110263184432,0.1691109450652018,0.24933742621278182,0.15684072901904916,0.09112944325404722,0.0,3.355431352977598e-30,2.1847993102743316e-10,8.862696777274719e-26,0.0,4.686495508206415e-35,0.0014636484508449548,1.6749140155824e-27,2.048935680685526e-32,1.6016181596378445e-48,1.2790668729174437e-13,1.8680225592582354e-24,1.480625044517084e-77,1.9069097901314627e-16,1.9437207196414337e-53,7.199448182700342e-25,7.285129038009191e-49,3.06820461598466e-11,1.9294483566837093e-46,0.0008887523431555315,0.11272329181986177,0.08064008976433534,0.10114736570827772,0.0041795494300634695,0.045991941730974255,0.03757544499085272,1.3130107466004416e-10,4.3942277671554214e-13
3.368175936530723e-09,0.054791484931128634,0.0,13.22103851049068,0.031075110263184432,0.1689150772271333,0.2491824147273544,0.15675765882709428,0.09112947930298754,0.0,3.375565293194694e-30,2.1888113290434214e-10,8.917451459668925e-26,0.0,4.734811382529453e-35,0.0014706700187607873,1.6850274016833276e-27,2.0635562448863356e-32,1.6114226558258585e-48,1.2843437474899543e-13,1.8715859222994174e-24,1.4959217485820666e-77,1.9105467060660383e-16,1.9556194614695902e-53,7.242887865589232e-25,7.360713186267107e-49,3.066431781102032e-11,1.9454844918864007e-46,0.000888716294818819,0.1128837335454862,0.08074693828753737,0.10130237719330396,0.004177154074825672,0.04607740727816646,0.03761087110329604,1.3111636632169332e-10,4.4016675252465693e-13
3.3754647553405176e-09,0.054791484931128634,0.0,13.22049866813268,0.031075110263184432,0.1687196152248875,0.249027621437829,0.1566746390559417,0.09112951529064005,0.0,3.395773155543882e-30,2.1928208545467567e-10,8.972411031502076e-26,0.0,4.7835075696751415e-35,0.0014777038751279848,1.6951766602347558e-27,2.0782583748759602e-32,1.6212645473542174e-48,1.2896304158322487e-13,1.8751473980888515e-24,1.5113413078328455e-77,1.9141797125790937e-16,1.9675635865372702e-53,7.286481355435903e-25,7.436897697549371e-49,3.064660012674039e-11,1.961617388830006e-46,0.0008886803077687982,0.11304393783159515,0.08085354157024703,0.10145717048242837,0.004174760566069046,0.046162820558075086,0.03764612881943214,1.3093256343079545e-10,4.409094376672125e-13
3.3827535741503122e-09,0.054791484931128634,0.0,13.21995974364841,0.031075110263184432,0.16852455822287718,0.24887304602406976,0.15659166966101487,0.09112955121712167,0.0,3.416055029432752e-30,2.196827890293778e-10,9.02757570006416e-26,0.0,4.832586115309147e-35,0.0014847499702734593,1.7053618242763494e-27,2.093042357971164e-32,1.6311438855407206e-48,1.2949268719557176e-13,1.878706987771874e-24,1.5268844207194262e-77,1.9178088077956842e-16,1.9795531571258296e-53,7.330228792154988e-25,7.513685847067529e-49,3.062889325963187e-11,1.9778474059733622e-46,0.0008886443818884877,0.11320390510230786,0.08095990017029205,0.1016117458957869,0.00417236890135677,0.04624818161771369,0.03768121855072902,1.3074965987141979e-10,4.416508351811774e-13
3.390042392960107e-09,0.054791484931128634,0.0,13.219421735281665,0.031075110263184432,0.1683299053870144,0.24871868816645015,0.1565087505978069,0.09112958708254928,0.0,3.4364110040817685e-30,2.200832439788782e-10,9.082945671706254e-26,0.0,4.882049070780588e-35,0.0014918082545275415,1.715582926761928e-27,2.107908481497445e-32,1.6410607216022437e-48,1.3002331098771318e-13,1.8822646924928077e-24,1.542551787945226e-77,1.9214339898857213e-16,1.991588235394149e-53,7.374130315289334e-25,7.591080919373032e-49,3.0611197359951144e-11,1.9941749022090316e-46,0.000888608517061027,0.1133636357799098,0.08106601464575351,0.10176610375300613,0.004169979078256412,0.04633349050402154,0.03771614070898917,1.305676495212947e-10,4.4239094810030136e-13
3.3973312117699015e-09,0.054791484931128634,0.0,13.218884641278102,0.031075110263184432,0.16813565588470866,0.2485645475458522,0.15642588182188072,0.09112962288703966,0.0,3.456841168524655e-30,2.2048345065309235e-10,9.138521151843329e-26,0.0,4.931898493119954e-35,0.0014988786782243744,1.725840000559812e-27,2.1228570327868818e-32,1.6510151066548556e-48,1.3055491236186414e-13,1.8858205133949653e-24,1.5583441124668444e-77,1.9250552570641546e-16,2.003668883378778e-53,7.41818606401146e-25,7.669086208352882e-49,3.059351257556658e-11,2.010600236862385e-46,0.0008885727131696746,0.11352313028485941,0.08117188555496009,0.10192024437320382,0.004167591094339919,0.04641874726386367,0.03775089570634452,1.3038652624530051e-10,4.431297794541969e-13
3.404620030579696e-09,0.054791484931128634,0.0,13.218348459885195,0.031075110263184432,0.16794180888486557,0.24841062384366622,0.1563430632888691,0.09112965863070942,0.0,3.477345611608783e-30,2.2088340940142262e-10,9.194302344957177e-26,0.0,4.9821364450369e-35,0.0015059611917022325,1.7361330784531345e-27,2.137888299176092e-32,1.6610070917139405e-48,1.3108749072077624e-13,1.8893744516206528e-24,1.5742620994937377e-77,1.9286726075911068e-16,2.0157951629940804e-53,7.46239617712492e-25,7.747705017225062e-49,3.057583905193462e-11,2.027123769690711e-46,0.0008885369700978107,0.11368238903579424,0.08127751345648322,0.10207416807498988,0.004165204947183601,0.046503951944031056,0.037785483955252046,1.3020628399639172e-10,4.4386733226843466e-13
3.4119088493894908e-09,0.054791484931128634,0.0,13.217813189352253,0.031075110263184432,0.16774836355788558,0.24825691674178924,0.15626029495447438,0.09112969431367501,0.0,3.497924421995709e-30,2.212831205727587e-10,9.250289454598625e-26,0.0,5.032764994919331e-35,0.0015130557453048373,1.7464621931401433e-27,2.15300256800281e-32,1.6710367276943387e-48,1.3162104546773714e-13,1.8929265083111644e-24,1.5903064564890397e-77,1.9322860397716689e-16,2.0279671360324035e-53,7.506760793065609e-25,7.82694065853709e-49,3.0558176932134913e-11,2.0437458608821206e-46,0.0008885012877289369,0.11384141244954356,0.08138289890912266,0.10222787517646709,0.004162820634368141,0.04658910459124073,0.037819905868481954,1.3002691681128374e-10,4.4460360956448445e-13
3.4191976681992854e-09,0.054791484931128634,0.0,13.217278827930459,0.031075110263184432,0.16755531907566376,0.24810342592262466,0.15617757677446817,0.09112972993605288,0.0,3.5185776881617766e-30,2.2168258451547892e-10,9.306482683389429e-26,0.0,5.083786216833101e-35,0.0015201622893831362,1.756827377234521e-27,2.1682001266018344e-32,1.681104065410496e-48,1.3215557600656954e-13,1.896476684606792e-24,1.6064778931709116e-77,1.9358955519555535e-16,2.0401848641642638e-53,7.551280049903133e-25,7.90679645416606e-49,3.054052635693241e-11,2.060466871054369e-46,0.0008884656659466773,0.11400020094114395,0.08148804247188816,0.1023813659952322,0.004160438153478576,0.04667420525213594,0.03785416185910264,1.2984841875727716e-10,4.453386143595851e-13
3.42648648700908e-09,0.054791484931128634,0.0,13.216745373872852,0.031075110263184432,0.16736267461158877,0.24795015106908083,0.15609490870469148,0.09112976549795926,0.0,3.5393054983986776e-30,2.220818015774507e-10,9.362882233024386e-26,0.0,5.135202190521283e-35,0.0015272807742967667,1.7672286632656995e-27,2.183481262301412e-32,1.691209155576608e-48,1.3269108174163047e-13,1.900024981646821e-24,1.6227771215135336e-77,1.9395011425368772e-16,2.0524484089385187e-53,7.595954085342196e-25,7.987275735317712e-49,3.0522887464820756e-11,2.0772871612537312e-46,0.0008884301046347785,0.11415875492385308,0.08159294470398383,0.10253464084837677,0.004158057502104313,0.04675925397328636,0.03788825234046784,1.29670783936721e-10,4.460723496666638e-13
3.4337753058188747e-09,0.054791484931128634,0.0,13.216212825434384,0.031075110263184432,0.1671704293405418,0.24779709186457052,0.15601229070105432,0.0911298009995103,0.0,3.560107940813948e-30,2.224807721060314e-10,9.419488304273692e-26,0.0,5.187015001402983e-35,0.0015344111504151403,1.7776660836791878e-27,2.1988462624201383e-32,1.7013520488067548e-48,1.3322756207781014e-13,1.903571400569535e-24,1.639204855747669e-77,1.9431028099540643e-16,2.0647578317825341e-53,7.640783036723987e-25,8.068381842524276e-49,3.050526039204418e-11,2.094207092953962e-46,0.0008883946036771122,0.11431707480916053,0.08169760616479609,0.10268770005248812,0.004155678677839115,0.04684425080118817,0.03792217772620661,1.294940065137273e-10,4.468048184943099e-13
3.4410641246286693e-09,0.054791484931128634,0.0,13.215681180871869,0.031075110263184432,0.16697858243889563,0.2476442479930098,0.1559297227195358,0.09112983644082202,0.0,3.580985103331473e-30,2.228794964480695e-10,9.476301096985298e-26,0.0,5.239226740572146e-35,0.0015415533681185306,1.7881396708368785e-27,2.21429541426387e-32,1.711532795615039e-48,1.3376501642053158e-13,1.9071159425122163e-24,1.6557618123612208e-77,1.94670055268974e-16,2.0771131940023474e-53,7.685767041027528e-25,8.150118125642347e-49,3.0487645272618813e-11,2.111227028055244e-46,0.0008883591629576755,0.11447516100679928,0.08180202741388151,0.10284054392365016,0.0041533016782810996,0.0469291957822642,0.03795593843021327,1.2931808071020554e-10,4.4753602384675226e-13
3.448352943438464e-09,0.054791484931128634,0.0,13.215150438444041,0.031075110263184432,0.16678713308451368,0.24749161913881723,0.15584720471618366,0.09112987182201027,0.0,3.601937073692011e-30,2.2327797494990476e-10,9.533320810087166e-26,0.0,5.291839504796563e-35,0.0015487073777993236,1.7986494570173584e-27,2.2298290051223965e-32,1.7217514464157254e-48,1.3430344417574935e-13,1.9106586086111482e-24,1.6724487100999853e-77,1.9502943692705406e-16,2.089514556782836e-53,7.730906234871011e-25,8.232487943851255e-49,3.047004223836475e-11,2.128347328883111e-46,0.0008883237823605896,0.11463301392475764,0.08190620901095343,0.10299317277744423,0.004150926501032731,0.04701408896286413,0.03798953486663617,1.2914300079130112e-10,4.482659687238073e-13
3.4629305810580536e-09,0.054791484931128634,0.0,13.214091653036983,0.031075110263184432,0.16640542373644268,0.24718700522271828,0.1556823184685135,0.09112994240447929,0.0,3.644065787992753e-30,2.2407419581578998e-10,9.647981788586774e-26,0.0,5.398276523846244e-35,0.0015630505747311443,1.819777755146359e-27,2.261150652942216e-32,1.742302661153004e-48,1.3538321755014609e-13,1.9177383178179042e-24,1.7062152152307592e-77,1.9574702182929436e-16,2.1144555281605847e-53,7.821650735854399e-25,8.399141668864306e-49,3.0434872941884604e-11,2.162890479140935e-46,0.0008882532010705911,0.11494802154493963,0.08211385548860724,0.10329778669274699,0.004146181603896541,0.04718372010766946,0.038056236594523694,1.2879535590456186e-10,4.497220890285931e-13
3.4775082186776433e-09,0.054791484931128634,0.0,13.21303645532162,0.031075110263184432,0.16602529474901048,0.2468832476016386,0.15551763160779755,0.09113001274784197,0.0,3.6864947819998216e-30,2.2486943746427006e-10,9.763472812881101e-26,0.0,5.506342946135277e-35,0.0015774403446402819,1.841051234640476e-27,2.2928135037495023e-32,1.7630060943412254e-48,1.3646687745923993e-13,1.9248105372601296e-24,1.740510166293614e-77,1.9646303461076187e-16,2.1395812329780733e-53,7.913017625453648e-25,8.568370077394465e-49,3.0399753514497196e-11,2.197839450797569e-46,0.000888182858882633,0.11526210089919074,0.08232055007807171,0.1036015443130314,0.00414144396733716,0.047353144604943706,0.038122286227703285,1.2845102691634553e-10,4.5117320331689446e-13
3.492085856297233e-09,0.054791484931128634,0.0,13.211984831437581,0.031075110263184432,0.16564673959868578,0.24658034376892624,0.15535314378488152,0.09113008285302067,0.0,3.72922475110039e-30,2.2566370264784613e-10,9.879795441502786e-26,0.0,5.616055749965215e-35,0.0015918762912295842,1.862470150760753e-27,2.3248198549459332e-32,1.783862145714503e-48,1.3755441916972452e-13,1.9318752759922586e-24,1.7753393946157054e-77,1.971774742493817e-16,2.1648921563698593e-53,8.00500798375991e-25,8.740200378331828e-49,3.0364684934961447e-11,2.2331971576598584e-46,0.0008881127548742913,0.11557525518985834,0.08252629726130348,0.1039044481449495,0.004136713572330594,0.04752236282286514,0.03818768708735903,1.2810996967875813e-10,4.526193354231581e-13
3.5066634939168226e-09,0.054791484931128634,0.0,13.21093676755606,0.031075110263184432,0.16526975178569106,0.24627829122588385,0.15518885465169868,0.09113015272093589,0.0,3.7722563878016496e-30,2.2645699411096273e-10,9.996951218481562e-26,0.0,5.727432004321955e-35,0.0016063580185127575,1.8840347574646923e-27,2.357172003362269e-32,1.804871213422837e-48,1.3864583795672077e-13,1.9389325430528802e-24,1.8107087677191473e-77,1.9789033979184042e-16,2.190388781548116e-53,8.0976228852179325e-25,8.914659929567203e-49,3.032966814980168e-11,2.268966520237278e-46,0.0008880428881252257,0.11588748759252783,0.08273110152148865,0.10420650068719856,0.004131990399922107,0.0476913751284554,0.03825244249768274,1.2777214077283925e-10,4.5406050910671785e-13
3.5212411315364123e-09,0.054791484931128634,0.0,13.209892249880154,0.031075110263184432,0.16489432483397054,0.2459770874817408,0.15502476386126468,0.09113022235250585,0.0,3.815590381747203e-30,2.2724931459003343e-10,1.0114941673417482e-25,0.0,5.840488868841313e-35,0.0016208851308515866,1.90574530741583e-27,2.3898722451564654e-32,1.8260336940365155e-48,1.3974112910375085e-13,1.9459823474647875e-24,1.8466241893419135e-77,1.9860163035304419e-16,2.2160715898079667e-53,8.190863398667485e-25,9.09177623793248e-49,3.0294704074190586e-11,2.305150465707959e-46,0.0008879732577171986,0.11619880125639441,0.0829349673426341,0.10450770443054933,0.0041272744312261,0.047860181887584306,0.03831655578553526,1.27437497494024e-10,4.554967480505035e-13
3.535818769156002e-09,0.054791484931128634,0.0,13.208851264645212,0.031075110263184432,0.16452045229115592,0.2456767300536246,0.15486087106767346,0.09113029174864669,0.0,3.859227419733435e-30,2.280406668134665e-10,1.0233768321554209e-25,0.0,5.95524359377439e-35,0.0016354572329928133,1.9276020519932174e-27,2.4229228757123871e-32,1.847349982550508e-48,1.4084028790271142e-13,1.9530246982350275e-24,1.883091599458393e-77,1.9931134511556603e-16,2.2419410605328243e-53,8.284730587384353e-25,9.271576959140169e-49,3.0259793592823444e-11,2.3417519278847705e-46,0.0008879038627341002,0.11650919930463254,0.08313789920916277,0.10480806185787417,0.0041225656474259955,0.04802878346497453,0.03838003028011031,1.2710599785309695e-10,4.569280758597703e-13
3.564974044395181e-09,0.054791484931128634,0.0,13.206779836602811,0.031075110263184432,0.16377734474100628,0.24507854425330797,0.15453367809275853,0.09113042983829497,0.0,3.947413360874705e-30,2.2962047736717732e-10,1.0473936187064555e-25,0.0,6.189916078748825e-35,0.0016647348278097426,1.9717551241766125e-27,2.4900844801760554e-32,1.890445555408947e-48,1.43050189665727e-13,1.967087074800255e-24,1.957706326369154e-77,2.0072604430987892e-16,2.2942418973844773e-53,8.47434921614577e-25,9.63934300695756e-49,3.019013680423192e-11,2.4162191705795746e-46,0.0008877657753890289,0.1171272609189937,0.08354097901576596,0.10540624765661101,0.004113169559591433,0.04836537252772181,0.03850507621589599,1.264522650019372e-10,4.597760921003267e-13
3.5909125453885503e-09,0.054791484931128634,0.0,13.20494869690889,0.031075110263184432,0.1631213895536602,0.2445491791230388,0.15424324748777263,0.09113055190954378,0.0,4.026895169147949e-30,2.3102275455304109e-10,1.069043193282795e-25,0.0,6.404576919201623e-35,0.0016909295438536863,2.0115306835799726e-27,2.5510366744988086e-32,1.9293072976726638e-48,1.450292257004531e-13,1.979572940829529e-24,2.0260037783005673e-77,2.0197935111762115e-16,2.3414045561500986e-53,8.645164203397013e-25,9.975833555182473e-49,3.0128353748803107e-11,2.4839030943078406e-46,0.0008876437061757184,0.1176740818543428,0.08389648985827826,0.10593561278547783,0.004104834139940581,0.04866413855235664,0.03861421046789038,1.2588083074026105e-10,4.622935973163284e-13
3.6168510463819198e-09,0.054791484931128634,0.0,13.203128534221312,0.031075110263184432,0.16247025908788781,0.24402245623466642,0.1539534385605448,0.09113067324918253,0.0,4.107346692690778e-30,2.324220071424923e-10,1.0909597393477763e-25,0.0,6.624878274912507e-35,0.001717260739002707,2.0517728478095372e-27,2.6131328994850626e-32,1.968661908380847e-48,1.470204359766176e-13,1.9920353439805992e-24,2.0961403320885103e-77,2.0322765946689932e-16,2.3891653641194436e-53,8.81797911191557e-25,1.0321248104968016e-48,3.0066752495421176e-11,2.552953573282919e-46,0.0008875223685598978,0.11821805006295033,0.08424911160406488,0.106462335672451,0.004096521186227743,0.04896226043329534,0.03872137272505281,1.2531874400463887e-10,4.647959073436988e-13
3.640195697275952e-09,0.054791484931128634,0.0,13.201499710006807,0.031075110263184432,0.16188833743510572,0.24355065341398882,0.15369314048025018,0.09113078183353357,0.0,4.18058528864537e-30,2.3367876092093287e-10,1.1109135567520585e-25,0.0,6.828055033584525e-35,0.001741073678551625,2.0883908774943134e-27,2.670008303377443e-32,2.004504255173651e-48,1.4882291251664575e-13,2.0032314875487684e-24,2.1608643545384468e-77,2.04346861366381e-16,2.432663686914788e-53,8.975227258362704e-25,1.0639884225802124e-48,3.001147014112325e-11,2.616281254770705e-46,0.0008874137860189851,0.11870519620568991,0.08456402184911668,0.10693413849187186,0.004089058650606854,0.04923002104920899,0.038816148235093044,1.248206813948873e-10,4.67035102060208e-13
