Time (s),Volume (m^3),Ne,X(1),NH3(2),NH2OH(3),HNO3(4),CH3OH(5),H2O(6),N2(7),O2(8),NO2(9),NO(10),N2O(11),CO2(12),H2(13),CO(14),CH4(15),C2H6(16),CH2O(17),CH3(18),C3H8(19),H(20),C2H5(21),HCO(22),CH3CHO(23),OH(24),C2H4(25),H2OX(30),H3NOX(205),HX(26),HNO3X(208),CH4OX(211),H2NOX(204),HOX(29),HNOX(512),H2NO(88),NX(539),HNX(511),OX(27),H2X(216),CH3OX(210),CH2X(34),CHX(35),CX(33),SX(655),CH2OX(623)
1.95450621930913e-09,0.045450764422602166,0.0,1.0989400480548965,0.031075110263184432,0.3076785960482849,0.3433499388255317,0.2022003563825139,0.09193893363447853,0.0,8.675756665315539e-30,1.418357621304034e-13,1.0508985490911307e-33,0.0,2.85604742923296e-46,8.01848809071651e-06,6.558727899959894e-36,1.7615688334178306e-40,3.3652639384273194e-61,1.2908549492890628e-18,9.746174305696097e-31,8.290975355235001e-98,7.187343115135221e-21,2.8191150008747943e-67,1.191701091359502e-32,4.0744934520118773e-63,1.1971954281548862e-13,5.246156733999427e-59,0.00015762487525847383,0.008909029721890692,0.005725042749725455,0.007134853313867022,0.002011909333966574,0.0025904671784063938,1.5961836210591992e-07,0.00011143766347150577,7.350856212624927e-16,4.471051968623744e-05,7.543321009353818e-05,4.162867719733512e-05,1.812325415822273e-07,0.0027999442684949172,2.1277677560257327e-19,2.658476845274388e-13,1.0028636416936038e-16,7.534522707320048e-09,2.6604504549585884e-09
1.9563362031092043e-09,0.045450764422602166,0.0,1.098915014815646,0.031075110263184432,0.30766802525856984,0.34334343934356737,0.20219753469098398,0.09193912827816354,0.0,8.701197489244251e-30,1.4196720710601922e-13,1.0547275759979845e-33,0.0,2.8717355130559083e-46,8.040389840569285e-06,6.582345713049539e-36,1.7649475589883544e-40,3.374674294987941e-61,1.293243391935983e-18,9.755211903406558e-31,8.329681447644352e-98,7.200621711612998e-21,2.8269981488117984e-67,1.1959920098727364e-32,4.096874225324884e-63,1.198122953976184e-13,5.265689303399495e-59,0.00015762187217828794,0.00891709478580771,0.005730159717294436,0.007141352795831205,0.0020122006137891792,0.0025925596958636513,1.5970271985956898e-07,0.00011163251433993722,7.363665427723837e-16,4.480649102001594e-05,7.555556539821169e-05,4.165530970792207e-05,1.818580596607982e-07,0.0028024746405445147,2.130369353930199e-19,2.666971575093862e-13,1.0052194013337722e-16,7.565356552283922e-09,2.669273490661178e-09
1.9581661869092788e-09,0.045450764422602166,0.0,1.0988899844274262,0.031075110263184432,0.30765745521321225,0.34333694018589733,0.20219471408925832,0.09193932318514189,0.0,8.726670696547348e-30,1.420986495934709e-13,1.0585672280556998e-33,0.0,2.887494641163683e-46,8.0623299913092e-06,6.60602553583618e-36,1.7683298585731472e-40,3.3841021038115915e-61,1.2956339920326095e-18,9.764249375021469e-31,8.368531699229075e-98,7.213916228776615e-21,2.8348959166768528e-67,1.2002941927049926e-32,4.119356363647241e-63,1.199050164281019e-13,5.285276133871872e-59,0.0001576188698094545,0.00892515938061201,0.005735276068989195,0.0071478519535011446,0.002012490954390277,0.002594651608132693,1.597869516409941e-07,0.00011182750998335838,7.376484120803663e-16,4.4902549878066276e-05,7.567801824985191e-05,4.168186350843674e-05,1.8248509921710836e-07,0.0028050048618953466,2.1329792840313682e-19,2.6754856858340074e-13,1.0075801790082788e-16,7.596287764797774e-09,2.678115152497233e-09
1.9598131723293455e-09,0.045450764422602166,0.0,1.0988674595137522,0.031075110263184432,0.30764794280876134,0.34333109122123995,0.2021921764774491,0.09193949882652686,0.0,8.749624208043665e-30,1.4221694570489964e-13,1.0620320172070613e-33,0.0,2.901738808248792e-46,8.082108982737526e-06,6.627390478069245e-36,1.7713769853222169e-40,3.392602066599353e-61,1.2977873766328858e-18,9.772382991703398e-31,8.40362051317853e-98,7.225894923600202e-21,2.842016418819465e-67,1.2041758033977958e-32,4.139677253434618e-63,1.1998843838846845e-13,5.302950756659965e-59,0.00015761616828490594,0.008932417114936855,0.005739880258747643,0.007153700918158451,0.002012751459908792,0.002596533811785226,1.5986265249935339e-07,0.00011200312979138233,7.388029044923337e-16,4.498907760908954e-05,7.578830926277672e-05,4.170569461343383e-05,1.8305073737880194e-07,0.0028072819322904037,2.1353260517738824e-19,2.6831624597596834e-13,1.0097056457774116e-16,7.6242092701661e-09,2.6860885838070285e-09
1.9614601577494122e-09,0.045450764422602166,0.0,1.0988449369058648,0.031075110263184432,0.3076384310071385,0.34332524251921254,0.2021896397445886,0.09193967468115798,0.0,8.772603832894649e-30,1.423352398011064e-13,1.0655054458874829e-33,0.0,2.916040910626035e-46,8.101919121709544e-06,6.648805803551215e-36,1.7744270095208215e-40,3.4011161902275715e-61,1.299942508569714e-18,9.780516506322739e-31,8.43882671364363e-98,7.2378865462088e-21,2.8491487836338724e-67,1.208066566407426e-32,4.1600808047316083e-63,1.2007183480985412e-13,5.320669483930735e-59,0.00015761346733505528,0.008939674469452328,0.0057444839492866336,0.007159549620185709,0.0020130112084004565,0.002598415525321577,1.599382512484877e-07,0.00011217886676721677,7.39958164001557e-16,4.50756760960739e-05,7.589867937030944e-05,4.172946192939534e-05,1.8361761109846595e-07,0.0028095588806692513,2.13767720185583e-19,2.690854219484148e-13,1.0118344767730056e-16,7.652209949892603e-09,2.6940771214701724e-09
1.963107143169479e-09,0.045450764422602166,0.0,1.0988224166020875,0.031075110263184432,0.30762891980829565,0.34331939407979234,0.20218710388888658,0.09193985074902469,0.0,8.795609515387105e-30,1.424535318821817e-13,1.0689875298367956e-33,0.0,2.930401133401764e-46,8.121760428494748e-06,6.670271585946355e-36,1.7774799323551355e-40,3.409644486304465e-61,1.3020993877494697e-18,9.788649918914809e-31,8.474150593893036e-98,7.249891111808332e-21,2.8562930208443856e-67,1.2119664951107315e-32,4.180567281756222e-63,1.2015520570071093e-13,5.338432388250984e-59,0.00015761076695919445,0.008946931444239798,0.005749087140436009,0.0071653980596057725,0.002013270201631876,0.0026002967487826433,1.6001374785490244e-07,0.00011235472086353983,7.411141903148959e-16,4.516234527328279e-05,7.600912861112034e-05,4.1753165440769365e-05,1.8418572187350098e-07,0.002811835707055431,2.1400283449448556e-19,2.6985599415863957e-13,1.0139645356717334e-16,7.680289949419275e-09,2.702080774543521e-09
1.9647541285895457e-09,0.045450764422602166,0.0,1.0987998986007481,0.031075110263184432,0.3076194092121847,0.3433135459029565,0.202184568908557,0.09194002703011597,0.0,8.818641199665787e-30,1.4257182194821607e-13,1.0724782848182433e-33,0.0,2.944819662126079e-46,8.141632923351565e-06,6.691787898957729e-36,1.7805357550133467e-40,3.418186966437875e-61,1.3042580140785467e-18,9.796783229514864e-31,8.509592447697741e-98,7.26190863562814e-21,2.8634491401749978e-67,1.2158756028915947e-32,4.2011369493606e-63,1.202385510694876e-13,5.356239542247009e-59,0.0001576080671566162,0.0089541880393806,0.005753689832026307,0.0071712462364414906,0.002013528441365407,0.0026021774822093495,1.6008914228543172e-07,0.00011253069203303924,7.422709831393223e-16,4.5249085074954534e-05,7.611965702390294e-05,4.177680513234429e-05,1.8475507120136415e-07,0.002814112411472452,2.142383944139127e-19,2.7062806460548896e-13,1.0160983774687967e-16,7.708449414066621e-09,2.7100995520626744e-09
1.9664011140096124e-09,0.045450764422602166,0.0,1.0987773829001757,0.031075110263184432,0.30760989921875775,0.3433076979886821,0.202182034801818,0.09194020352442055,0.0,8.841698829737928e-30,1.4269010999929988e-13,1.0759777266178807e-33,0.0,2.959296682781411e-46,8.161536626527659e-06,6.713354816326115e-36,1.7835944786856012e-40,3.426743642235248e-61,1.3064183874633572e-18,9.804916438158078e-31,8.545152569317854e-98,7.273939132920349e-21,2.8706171513493714e-67,1.219793903140734e-32,4.221790073014704e-63,1.2032187092462994e-13,5.37409101860298e-59,0.00015760536792661447,0.008961444254956014,0.005758292023888727,0.007177094150715699,0.0020137859293592837,0.0026040577256426388,1.601644345072298e-07,0.00011270678022841213,7.434285421819179e-16,4.5335895435303344e-05,7.623026464737306e-05,4.180038098923914e-05,1.8532566057956584e-07,0.0028163889939437966,2.1447396640700017e-19,2.714015400371183e-13,1.0182331553463387e-16,7.736688489431787e-09,2.7181334630425747e-09
1.968048099429679e-09,0.045450764422602166,0.0,1.098754869498705,0.031075110263184432,0.3076003898279667,0.34330185033694655,0.20217950156689157,0.09194038023192683,0.0,8.86478234948457e-30,1.428083960355237e-13,1.0794858710428464e-33,0.0,2.9738323817496504e-46,8.181471558260766e-06,6.734972411827048e-36,1.7866561045638539e-40,3.435314525303706e-61,1.3085805078103302e-18,9.813049544879562e-31,8.580831253465093e-98,7.285982618958064e-21,2.8777970640908995e-67,1.2237214092551703e-32,4.24252691875934e-63,1.2040516527458087e-13,5.3919868900564515e-59,0.00015760266926848375,0.008968700091047282,0.005762893715855092,0.007182941802451222,0.0020140426673679454,0.002605937479123478,1.6023962448774904e-07,0.00011288298540236418,7.445868671498656e-16,4.542277628852148e-05,7.63409515202668e-05,4.182389299687763e-05,1.8589749150566474e-07,0.0028186654544929183,2.1470988646399683e-19,2.7217648872711057e-13,1.0203714125230669e-16,7.765007321024214e-09,2.7261825164791064e-09
1.969695084849746e-09,0.045450764422602166,0.0,1.098732358394672,0.031075110263184432,0.3075908810397636,0.3432960029477268,0.202176969202004,0.09194055715262281,0.0,8.887891702642269e-30,1.4292668005697794e-13,1.083002733924541e-33,0.0,2.9884269458724086e-46,8.201437738777219e-06,6.756640759275994e-36,1.7897206338421405e-40,3.443899627249907e-61,1.3107443750259138e-18,9.821182549714347e-31,8.616628795370666e-98,7.298039109038509e-21,2.884988888122583e-67,1.2276581346391611e-32,4.2633477532922794e-63,1.2048843412778e-13,5.409927229406338e-59,0.00015759997118151958,0.00897595554773561,0.005767494907757935,0.007188789191670872,0.0020142986571414765,0.0026078167426928553,1.6031471219477724e-07,0.00011305930750761107,7.457459577504641e-16,4.5509727568776244e-05,7.645171768134327e-05,4.184734114103337e-05,1.8647056547727367e-07,0.0028209417931432386,2.1494597950942907e-19,2.7295288049531044e-13,1.0225114802612825e-16,7.793406054537546e-09,2.73424672134626e-09
1.9713420702698125e-09,0.045450764422602166,0.0,1.098709849586416,0.031075110263184432,0.30758137285410075,0.3432901558210001,0.20217443770538587,0.09194073428649621,0.0,8.911026832809112e-30,1.43044962063753e-13,1.086528331117782e-33,0.0,3.0030805624348662e-46,8.221435188292371e-06,6.778359932526853e-36,1.7927880677165014e-40,3.4524989596801025e-61,1.3129099890165745e-18,9.829315452697397e-31,8.652545490766698e-98,7.310108618482124e-21,2.892192633167087e-67,1.2316040927039326e-32,4.2842528439451834e-63,1.205716774926641e-13,5.427912109510662e-59,0.00015759727366501848,0.00898321062510214,0.00577209559943047,0.007194636318397457,0.002014553900425781,0.0026096955163917857,1.6038969759643458e-07,0.00011323574649687789,7.469058136911242e-16,4.5596749210211166e-05,7.656256316938351e-05,4.187072540781651e-05,1.8704488399205657e-07,0.0028232180099181502,2.1518225538074008e-19,2.7373071171224814e-13,1.0246543101257595e-16,7.821884835720538e-09,2.7423260865969477e-09
1.9729890556898792e-09,0.045450764422602166,0.0,1.0986873430722806,0.031075110263184432,0.30757186527092983,0.34328430895674367,0.20217190707527175,0.09194091163353436,0.0,8.934187683451349e-30,1.4316324205593935e-13,1.0900626784998437e-33,0.0,3.017793419147567e-46,8.241463927011048e-06,6.800130005470276e-36,1.795858407384897e-40,3.46111253420018e-61,1.3150773496887969e-18,9.837448253863602e-31,8.688581635865347e-98,7.322191162631548e-21,2.899408308946765e-67,1.2355592968673744e-32,4.305242458657586e-63,1.2065489537766652e-13,5.445941603284039e-59,0.00015759457671827776,0.008990465323227993,0.0057766957907065715,0.007200483182653769,0.0020148083989627663,0.0026115738002613006,1.6046458066115828e-07,0.00011341230232289899,7.48066434679364e-16,4.5683841146947447e-05,7.66734880231892e-05,4.189404578365911e-05,1.8762044854772448e-07,0.002825494104841018,2.1541876339461442e-19,2.7450999874332767e-13,1.0267990272816155e-16,7.85044381038037e-09,2.750420621163921e-09
1.976283026530013e-09,0.045450764422602166,0.0,1.0986423369197587,0.031075110263184432,0.3075528519118725,0.34327261601555054,0.2021668484075137,0.0919412669670529,0.0,8.980586319376269e-30,1.4339979599690765e-13,1.0971576874515703e-33,0.0,3.047397605987436e-46,8.28161535282604e-06,6.843823146180166e-36,1.8020078089052044e-40,3.478382455931676e-61,1.319417310703952e-18,9.853713550884697e-31,8.761013462410976e-98,7.346395416528744e-21,2.913875491599526e-67,1.2434974971949478e-32,4.3474763350509033e-63,1.2082125474174634e-13,5.482134723777967e-59,0.00015758918453127145,0.009004973582081884,0.0057858946714082005,0.007212176123846697,0.002015315168742608,0.0026153288986763335,1.6061403965511566e-07,0.00011376576429618682,7.5038997062918585e-16,4.5858235642699486e-05,7.689557598340386e-05,4.1940494809849176e-05,1.8877532177278574e-07,0.002830045929223931,2.15892394789785e-19,2.760729192448572e-13,1.031095960573669e-16,7.907802923832821e-09,2.76665523387747e-09
1.979576997370147e-09,0.045450764422602166,0.0,1.09859733992391,0.031075110263184432,0.30753384096220854,0.34326092412396514,0.2021617931846868,0.0919416231530709,0.0,9.027087155527295e-30,1.4363634188060626e-13,1.1042878882496836e-33,0.0,3.0772410166306625e-46,8.321892177650148e-06,6.887720773267127e-36,1.8081688480253172e-40,3.4957094852840035e-61,1.3237642573236082e-18,9.869978441055343e-31,8.833926654347544e-98,7.37065199391598e-21,2.928390513853448e-67,1.2514728430984593e-32,4.390051538213304e-63,1.2098751228742834e-13,5.518507175339865e-59,0.0001575837946148973,0.009019480324945312,0.005795091548546893,0.007223868015431804,0.002015818980336496,0.00261908203826667,1.6076308893045417e-07,0.00011411969304953238,7.527165632622174e-16,4.603291052856312e-05,7.711798187280358e-05,4.1986688117500366e-05,1.899351971350512e-07,0.002834597266478316,2.163668696086943e-19,2.776416477196118e-13,1.0354021719997311e-16,7.965484563038132e-09,2.782950630544857e-09
1.9828709682102808e-09,0.045450764422602166,0.0,1.0985523520715876,0.031075110263184432,0.3075148324215547,0.3432492332818057,0.20215674139281264,0.09194198019147556,0.0,9.07368973492072e-30,1.4387287970775832e-13,1.1114534087297976e-33,0.0,3.1073251682377976e-46,8.36229456274138e-06,6.931823479185777e-36,1.8143415343986468e-40,3.51309371509073e-61,1.3281181888002812e-18,9.886242924652145e-31,8.907323598808788e-98,7.394961018337535e-21,2.942953453476053e-67,1.2594854421620142e-32,4.432970233777935e-63,1.211536680820733e-13,5.5550595433371295e-59,0.0001575784069635664,0.009033985552465611,0.005804286420817284,0.007235558857591068,0.0020163198475358353,0.002622833219361379,1.6091172824607588e-07,0.00011447408820514137,7.550462102424767e-16,4.62078652767241e-05,7.734070600252146e-05,4.203262560969479e-05,1.9110008661780744e-07,0.0028391481167900487,2.168421896195075e-19,2.792161897831797e-13,1.0397178086227235e-16,8.023489897393247e-09,2.79930688189824e-09
1.9861649390504146e-09,0.045450764422602166,0.0,1.0985073733496948,0.031075110263184432,0.30749582628952815,0.34323754348889013,0.2021516930179769,0.09194233808214893,0.0,9.120393598495159e-30,1.4410940947908694e-13,1.1186543770952848e-33,0.0,3.1376515849291764e-46,8.402822669187476e-06,6.976131856984393e-36,1.820525877709875e-40,3.530535238179296e-61,1.3324791043867695e-18,9.902507001950575e-31,8.981206690755249e-98,7.419322613696449e-21,2.9575643882297304e-67,1.2675354020773343e-32,4.476234597324262e-63,1.2131972219299354e-13,5.591792414055018e-59,0.00015757302157170446,0.00904848926528943,0.005813479286924585,0.007247248650506309,0.0020168177840680823,0.0026265824422898893,1.610599573660077e-07,0.00011482894938536792,7.573789092357151e-16,4.6383099359031636e-05,7.756374868399847e-05,4.207830719470001e-05,1.922700022049961e-07,0.0028436984803445484,2.1731835737732773e-19,2.8079655332965804e-13,1.0440427410130471e-16,8.081820097542908e-09,2.8157240583434883e-09
1.9927528807306823e-09,0.045450764422602166,0.0,1.0984174432450524,0.031075110263184432,0.30745782124982646,0.34321416705006486,0.2021416064640839,0.09194305641980376,0.0,9.214103331736272e-30,1.4458244485716565e-13,1.1331631721425792e-33,0.0,3.1990373449782597e-46,8.484256689645622e-06,7.065368003372352e-36,1.8329295740412643e-40,3.5655905354811846e-61,1.3412218849018148e-18,9.935033938748637e-31,9.130440936153061e-98,7.468204014626484e-21,2.986930554154285e-67,1.2837478357663268e-32,4.563809080602846e-63,1.2165152563266838e-13,5.665802013378029e-59,0.00015756225754416352,0.009077492149430762,0.005831858995523468,0.007270625089331164,0.0020178049197240944,0.0026340750149677974,1.613551841005155e-07,0.0001155400683098309,7.620534539327809e-16,4.673440341187738e-05,7.801079094945889e-05,4.216890230201248e-05,1.946249596313925e-07,0.0028527977479212417,2.182732477359217e-19,2.839747717243189e-13,1.0527207022501833e-16,8.199459784000215e-09,2.8487414665059663e-09
1.9986820282429233e-09,0.045450764422602166,0.0,1.098336537246544,0.031075110263184432,0.30742362494776343,0.3431931318417159,0.20213254011357204,0.09194370583716172,0.0,9.298783836533614e-30,1.4500814915377192e-13,1.1463436131545815e-33,0.0,3.2551285086820627e-46,8.557978887645409e-06,7.146389894518622e-36,1.8441328652648103e-40,3.597337177196716e-61,1.3491142655308252e-18,9.964306795067218e-31,9.266438568231308e-98,7.512378318383643e-21,3.01352502684227e-67,1.2984678827575934e-32,4.64383032996877e-63,1.219498016443282e-13,5.733033872457252e-59,0.00015755257759113924,0.00910358957136906,0.005848393859411143,0.007291660297679611,0.002018683455349759,0.002640811636761614,1.616194830299745e-07,0.00011618166536052928,7.662709586627489e-16,4.7051527077265284e-05,7.8414221565734e-05,4.224956188133842e-05,1.9676173082718376e-07,0.00286098542588132,2.191355767367832e-19,2.868551466623008e-13,1.0605627873149556e-16,8.30645831207364e-09,2.878666197317047e-09
2.0046111757551643e-09,0.045450764422602166,0.0,1.0982556606291458,0.031075110263184432,0.3073894364437078,0.34317210003009746,0.20212348462078153,0.09194435801379766,0.0,9.383785270162032e-30,1.4543382736075017e-13,1.1596409160476344e-33,0.0,3.3120286342490835e-46,8.6321109203105e-06,7.228087412642885e-36,1.855374077014778e-40,3.629270892519358e-61,1.357029263068135e-18,9.993578339212488e-31,9.40404892330744e-98,7.556724895241153e-21,3.040276212882373e-67,1.3133106586247236e-32,4.725005835349807e-63,1.2224774924536008e-13,5.80085972015193e-59,0.0001575429048727744,0.009129682095715961,0.005864922203675082,0.007312692109297581,0.0020195527062153076,0.0026475419192364684,1.6188244948991285e-07,0.00011682476646461011,7.704983156915231e-16,4.736954755709482e-05,7.881868914634382e-05,4.232939113011126e-05,1.989149730013919e-07,0.002869171529610825,2.200006961201497e-19,2.897544903693807e-13,1.0684350276050571e-16,8.414527667573037e-09,2.9087894055191257e-09
2.0105403232674053e-09,0.045450764422602166,0.0,1.0981748133182105,0.031075110263184432,0.30735525573543415,0.3431510716141551,0.2021144399068526,0.09194501294883622,0.0,9.469104883113732e-30,1.45859479482313e-13,1.1730558419344856e-33,0.0,3.3697468642560673e-46,8.706653720971386e-06,7.310464037714035e-36,1.866653266906037e-40,3.661392222598386e-61,1.364966873166286e-18,1.002284857275111e-30,9.543286253108591e-98,7.601244480687965e-21,3.067184565600253e-67,1.3282767952890468e-32,4.8073486476006755e-63,1.2254536882659013e-13,5.869283008806574e-59,0.00015753323935709397,0.009155769726217887,0.005881444021143992,0.007333720525239568,0.002020412750108215,0.002654265864326451,1.6214408228975417e-07,0.00011746936942499768,7.74735511468184e-16,4.7688461760218016e-05,7.922419551756968e-05,4.2408389698902886e-05,2.0108475606301842e-07,0.002877356060174789,2.2086862232429977e-19,2.926728423761946e-13,1.0763374617581186e-16,8.523674721989764e-09,2.9391114899832777e-09
2.0164694707796464e-09,0.045450764422602166,0.0,1.098093995239581,0.031075110263184432,0.307321082820719,0.3431300465928358,0.2021054058935772,0.09194567064134815,0.0,9.554739905799356e-30,1.462851055226718e-13,1.18658915587448e-33,0.0,3.428292415802339e-46,8.78160822118339e-06,7.393523255845989e-36,1.8779704928839887e-40,3.693701708519361e-61,1.3729270914807536e-18,1.0052117497238372e-30,9.684164892420444e-98,7.6459378139309e-21,3.094250538268188e-67,1.3433669257857955e-32,4.890871924085666e-63,1.228426607783407e-13,5.938307200375844e-59,0.00015752358101228038,0.00918185246661409,0.0058979593047561885,0.007354745546558381,0.002021263664168879,0.0026609834739693933,1.6240438029292179e-07,0.00011811547204617056,7.789825324598753e-16,4.800826659267452e-05,7.963074250821417e-05,4.248655729158353e-05,2.0327114992488955e-07,0.0028855390186335846,2.2173937151758247e-19,2.9561024257281493e-13,1.0842699785137831e-16,8.633906359394527e-09,2.9696328461897032e-09
2.0223986182918874e-09,0.045450764422602166,0.0,1.0980132063195887,0.031075110263184432,0.30728691769734146,0.34310902496508866,0.20209638250339373,0.09194633109035075,0.0,9.640687548943929e-30,1.467107054860364e-13,1.2002416268949576e-33,0.0,3.4876745808738745e-46,8.85697535072896e-06,7.477268559279792e-36,1.8893258132251955e-40,3.726199891304032e-61,1.3809099136699376e-18,1.0081385114218282e-30,9.826699259322002e-98,7.690805637884717e-21,3.121474584105002e-67,1.358581684260851e-32,4.975588929200943e-63,1.2313962549043152e-13,6.007935766421984e-59,0.00015751392980667514,0.009207930320636668,0.005914468047559266,0.007375767174305165,0.0020221055248958687,0.0026676947501068646,1.6266334241690586e-07,0.00011876307213416144,7.832393651517798e-16,4.832895895785289e-05,8.003833194944135e-05,4.256389366506789e-05,2.054742245029642e-07,0.0028937204060429608,2.226129598926544e-19,2.985667303928521e-13,1.0922324991104465e-16,8.745229476317924e-09,3.000353866234916e-09
2.0283277658041284e-09,0.045450764422602166,0.0,1.0979324464850477,0.031075110263184432,0.30725276036308236,0.343088006729864,0.20208736965938165,0.09194699429480802,0.0,9.726945003993324e-30,1.4713627937661556e-13,1.214014028012963e-33,0.0,3.547902726711594e-46,8.932756037620113e-06,7.561703446365058e-36,1.9007192865380013e-40,3.758887311910516e-61,1.388915335395148e-18,1.0110651425223664e-30,9.970903855420897e-98,7.735848699161723e-21,3.148857156276211e-67,1.3739217059673603e-32,5.061513034902946e-63,1.234362633521803e-13,6.0781721881117055e-59,0.00015750428570877962,0.009234003292010599,0.005930970242709773,0.007396785409529397,0.0020229384081512838,0.00267439969468417,1.6292096763333195e-07,0.00011941216749655708,7.87505996047094e-16,4.86505357566538e-05,8.044696567461519e-05,4.2640398629049805e-05,2.0769404971562981e-07,0.002901900223454084,2.2348940386214955e-19,3.015423445552435e-13,1.1002250334325302e-16,8.85765098162743e-09,3.031274938839441e-09
2.04018606082861e-09,0.045450764422602166,0.0,1.0977710137819645,0.031075110263184432,0.3071844690530538,0.3430459804327926,0.20206937530536434,0.09194832896567785,0.0,9.900378021510971e-30,1.4798734895624579e-13,1.2419217326816988e-33,0.0,3.67093480801041e-46,9.08556178664949e-06,7.732655995325807e-36,1.923620928174197e-40,3.824832030102548e-61,1.4049939601133625e-18,1.0169180135386764e-30,1.0264382160610524e-97,7.826463538562865e-21,3.204099692016785e-67,1.4049800856044712e-32,5.237036576687957e-63,1.2402856007941657e-13,6.220482571092491e-59,0.00015748501871092958,0.009286134601676842,0.005963954963222025,0.007438811706599902,0.0020245775425434837,0.0026877905969581897,1.6343220350093108e-07,0.00012071483528267855,7.960685985506601e-16,4.9296330247200555e-05,8.12673733203537e-05,4.2790913829638e-05,2.1218423172646896e-07,0.0029182551524635026,2.2525092373549987e-19,3.0755110632124867e-13,1.1162999343393048e-16,9.085816853858677e-09,3.0937187797738677e-09
2.0508585263506433e-09,0.045450764422602166,0.0,1.0976258230969558,0.031075110263184432,0.3071230334905945,0.34300816835736087,0.20205321569592807,0.0919495395816414,0.0,1.0057498738007589e-29,1.487532224511816e-13,1.2674566651662978e-33,0.0,3.7846524611271435e-46,9.22451060055368e-06,7.888906885347366e-36,1.944363483582995e-40,3.884834895414575e-61,1.4195419693063668e-18,1.022185152325218e-30,1.0534372017580987e-97,7.908623771026249e-21,3.254364679311665e-67,1.4333674229424865e-32,5.399272416318406e-63,1.2456051320114174e-13,6.350675901674168e-59,0.00015746770240855125,0.00933303611894164,0.005993618752276252,0.007476623782031006,0.0020260228087443572,0.002699820774660848,1.6388773435075262e-07,0.00012189232816617359,8.038083156275297e-16,4.988053891615871e-05,8.200933008444359e-05,4.292353325172384e-05,2.162833841533353e-07,0.0029329692296305825,2.2684622048432764e-19,3.1302479013235084e-13,1.13086916719559e-16,9.294992185224116e-09,3.1506062471676986e-09
2.0604637453204735e-09,0.045450764422602166,0.0,1.0974952311099861,0.031075110263184432,0.30706776303273836,0.34297414687372,0.20203870027639895,0.09195063675355819,0.0,1.0199728045586656e-29,1.494424364250072e-13,1.290780639064401e-33,0.0,3.889467785063283e-46,9.350722287830827e-06,8.03148913826248e-36,1.9631382570884443e-40,3.939368801569026e-61,1.4326977259543943e-18,1.0269252174229055e-30,1.0782183379937527e-97,7.983063366337533e-21,3.3000482658992796e-67,1.4592714140278856e-32,5.548808312811615e-63,1.2503837066283097e-13,6.46957985716497e-59,0.00015745213701878177,0.009375234007208038,0.006020297938381917,0.007510645265671085,0.0020272996512468756,0.002710630420591036,1.642939971774687e-07,0.00012295618524168884,8.108010274413257e-16,5.0408736001751016e-05,8.268000819111634e-05,4.304058705104688e-05,2.2001994205862454e-07,0.0029462075635025902,2.282901121691989e-19,3.1800458899281007e-13,1.1440640519088274e-16,9.486383917336364e-09,3.2023641295814546e-09
2.0700689642903038e-09,0.045450764422602166,0.0,1.0973647142513203,0.031075110263184432,0.3070125129793866,0.34294013427583564,0.20202421127759698,0.09195174113613498,0.0,1.0342721963556433e-29,1.5013158204424373e-13,1.314432636475441e-33,0.0,3.9966659223096974e-46,9.478034839907736e-06,8.175940457706023e-36,1.9820141676900503e-40,3.994408453879126e-61,1.4459127199044229e-18,1.0316649422945537e-30,1.1034627716661588e-97,8.057975664478951e-21,3.346155520876967e-67,1.485514918105393e-32,5.70174427871769e-63,1.2551537686653066e-13,6.590138325165147e-59,0.00015743658976202437,0.009417419143767024,0.006046959832311059,0.007544657863554739,0.0020285541723657967,0.002721423482985313,1.6469673750474128e-07,0.00012402392967381408,8.178192273851536e-16,5.093920185116954e-05,8.335345791661378e-05,4.31554589623453e-05,2.238016383894834e-07,0.0029594417944998684,2.297417717010414e-19,3.23035222428048e-13,1.15733637111687e-16,9.680775418834637e-09,3.254653368551837e-09
2.079674183260134e-09,0.045450764422602166,0.0,1.0972342722250106,0.031075110263184432,0.3069572833211715,0.342906130559299,0.2020097483928073,0.09195285272325628,0.0,1.0486467976367435e-29,1.50820659326742e-13,1.3384160781645768e-33,0.0,4.1062892241015826e-46,9.606452144437084e-06,8.322275915117245e-36,2.0009914755548416e-40,4.049956150155785e-61,1.4591869328042437e-18,1.0364043275563944e-30,1.1291769460465149e-97,8.133363959710466e-21,3.3926883691417293e-67,1.5121006718794805e-32,5.858140776152325e-63,1.2599153345104231e-13,6.712366421140755e-59,0.00015742106050977217,0.009459591544223685,0.006073604408496809,0.007578661580090712,0.0020297866744612863,0.0027321999702369037,1.6509595274233774e-07,0.00012509555219249183,8.248628586653371e-16,5.1471923229434595e-05,8.402968710538152e-05,4.326814987143178e-05,2.2762877038672625e-07,0.002972671926945799,2.312012712041345e-19,3.281168379935742e-13,1.1706877504962906e-16,9.878196450880987e-09,3.3074755069650548e-09
